,v,vw,o,c,h,l,t,n
339,6163961.0,59.6505,59.33,59.85,59.875,59.22,1715227200000.0,29367.0
340,3412578.0,59.8011,60.05,59.81,60.09,59.67,1715313600000.0,22656.0
341,3254611.0,59.9834,60.15,59.78,60.32,59.75,1715572800000.0,21047.0
342,7349975.0,60.2676,60.41,60.31,60.52,60.0419,1715659200000.0,28026.0
343,4335462.0,60.6786,60.77,60.79,60.88,60.46,1715745600000.0,25863.0
344,6891622.0,60.4805,60.69,60.26,60.81,60.23,1715832000000.0,24440.0
345,3804864.0,60.2491,60.24,60.31,60.35,60.085,1715918400000.0,20808.0
346,4093873.0000000005,60.3773,60.32,60.34,60.555,60.21,1716177600000.0,20643.0
347,3340230.0,60.1967,60.18,60.27,60.29,60.095,1716264000000.0,16309.0
348,4748273.0,59.9251,60.12,59.77,60.28,59.58,1716350400000.0,22037.0
349,4942317.0,59.2857,59.97,59.02,60.01,58.9,1716436800000.0,23587.0
350,3236577.0,59.4352,59.34,59.52,59.56,59.185,1716523200000.0,18104.0
351,4723928.0,59.3147,59.71,59.15,59.73,58.97,1716868800000.0,24680.0
352,8961092.0,58.4085,58.54,58.38,58.61,58.29,1716955200000.0,34889.0
353,5363293.0,58.9114,58.64,58.91,59.1,58.6,1717041600000.0,25887.0
354,9067591.0,59.2678,59.18,59.68,59.71,58.815,1717128000000.0,31426.0
355,8136055.000000001,59.23,60.07,59.19,60.07,58.81,1717387200000.0,30745.0
356,8825203.0,58.5655,58.96,58.4,59.005,58.3529,1717473600000.0,34642.0
357,5197198.0,58.8188,58.71,59.05,59.08,58.29,1717560000000.0,24654.0
358,5092722.0,58.845,58.9,58.87,59.095,58.62,1717646400000.0,29156.0
359,6738224.0,58.4961,58.42,58.45,58.805,58.27,1717732800000.0,29165.0
360,6899198.0,58.3615,57.92,58.53,58.63,57.85,1717992000000.0,32287.0
361,5339736.0,57.9813,58.01,58.11,58.22,57.585,1718078400000.0,26577.0
362,7362448.0,59.1709,59.16,58.89,59.59,58.71,1718164800000.0,34317.0
363,4040435.0000000005,58.4572,58.76,58.53,58.8199,58.19,1718251200000.0,24743.0
364,6889215.0,57.7283,57.99,57.83,58.08,57.4552,1718337600000.0,34660.0
365,5941561.0,58.0489,57.65,58.35,58.38,57.6,1718596800000.0,29071.0
366,6723060.999999999,58.4794,58.33,58.46,58.6301,58.25,1718683200000.0,30462.0
367,5480387.0,58.3991,58.4,58.31,58.68,58.18,1718856000000.0,31494.0
368,5656381.0,58.392,58.37,58.55,58.56,57.99,1718942400000.0,23558.0
369,6607130.0,59.0202,58.68,58.9,59.2694,58.555,1719201600000.0,33298.0
370,4538172.0,58.3814,58.85,58.34,58.85,58.1237,1719288000000.0,23240.0
371,4177508.9999999995,58.0824,58.16,58.18,58.275,57.93,1719374400000.0,22575.0
372,5359391.0,58.2183,58.19,58.37,58.39,58.05,1719460800000.0,22897.0
373,8179219.0,58.5829,58.67,58.52,58.96,58.17,1719547200000.0,35722.0
374,9288290.0,58.1058,58.71,57.97,58.7999,57.89,1719806400000.0,33926.0
375,6204792.0,58.0662,57.9,58.15,58.2,57.88,1719892800000.0,26781.0
