,v,vw,o,c,h,l,t,n
327,45611142.00000001,152.4196,151.65,152.27,153.495,150.35,1713844800000.0,401291.0
328,42871832.0,152.927,156.56,151.74,157.6598,150.63,1713931200000.0,407143.0
329,41309006.0,152.6458,149.15,153.76,155.14,146.75,1714017600000.0,395755.0
330,42354298.0,157.0999,154.24,157.4,158.63,153.4252,1714104000000.0,406755.0
331,43289247.0,159.3549,159.08,160.2,160.77,156.26,1714363200000.0,441438.0
332,60119181.0,159.0243,160.63,158.38,162.29,158.35,1714449600000.0,588450.0
333,89302878.0,145.9253,148.11,144.27,151.37,142.14,1714536000000.0,928443.0
334,49947612.0,144.6633,145.51,146.16,147.62,141.155,1714622400000.0,498956.0
335,49273840.0,149.4161,148.75,150.6,150.79,147.2384,1714708800000.0,430891.0
336,44482655.0,155.0104,153.1,155.78,156.65,151.26,1714968000000.0,397279.0
337,37180981.0,155.4449,156.32,154.43,157.7,153.66,1715054400000.0,345834.0
338,28642103.0,153.7292,153.4,153.62,155.33,152.52,1715140800000.0,264720.0
339,32920604.0,152.3358,153.13,152.39,154.092,150.61,1715227200000.0,291715.0
340,37486400.0,152.9616,154.2874,151.92,156.37,151.31,1715313600000.0,352661.0
341,27301082.0,152.0085,151.28,150.56,153.33,150.4,1715572800000.0,289332.0
342,31840323.0,151.9803,150.43,153.16,153.4879,148.78,1715659200000.0,316798.0
343,42839222.0,157.774,155.588,159.67,159.69,154.7,1715745600000.0,429458.0
344,76575574.0,164.5291,160.92,162.62,168.06,159.9,1715832000000.0,655159.0
345,65836544.0,165.5913,168.43,164.47,169.72,162.32,1715918400000.0,562896.0
346,45435055.99999999,166.5051,165.55,166.33,168.49,164.47,1716177600000.0,409042.0
347,29891920.0,164.5178,164.0,164.66,165.83,163.1,1716264000000.0,310246.0
348,46995664.0,166.6298,167.41,165.52,169.8148,163.86,1716350400000.0,444212.0
349,91525818.0,163.5827,170.18,160.43,173.14,158.27,1716436800000.0,818204.0
350,53838700.0,165.3201,161.412,166.36,167.66,160.25,1716523200000.0,477037.0
351,66341316.0,170.9818,169.42,171.61,174.55,164.96,1716868800000.0,590709.0
352,56199884.00000001,165.497,167.46,165.14,168.48,162.91,1716955200000.0,545785.0
353,46264997.99999999,166.4582,167.9,166.75,168.7469,163.8,1717041600000.0,414732.0
354,62631867.0,164.8284,166.65,166.9,169.5,160.07,1717128000000.0,513587.0
355,58833945.0,164.6124,170.82,163.55,171.08,160.9101,1717387200000.0,601170.0
356,47883660.0,161.013,162.84,159.99,164.83,158.8729,1717473600000.0,464142.0
357,60385452.0,165.1301,162.07,166.17,167.12,161.38,1717560000000.0,543543.0
358,46961046.0,166.9989,165.46,166.78,169.51,163.86,1717646400000.0,454692.0
359,44677483.99999999,167.6656,166.59,167.87,169.45,165.86,1717732800000.0,390732.0
360,66924325.0,161.8781,162.48,160.34,165.55,159.61,1717992000000.0,664714.0
361,39816557.0,158.7381,160.5,158.96,161.54,156.92,1718078400000.0,432720.0
362,46917139.0,160.454,160.32,160.24,162.24,158.62,1718164800000.0,472001.0
363,44256501.0,159.4967,160.4,159.9,162.66,157.31,1718251200000.0,438625.0
364,33930918.0,159.3338,158.5,159.63,161.3399,157.61,1718337600000.0,349589.0
365,44303200.0,156.7403,158.0,158.4,159.23,154.135,1718596800000.0,466509.0
366,51399466.0,154.9307,156.99,154.63,157.24,153.34,1718683200000.0,500857.0
367,93082388.99999999,162.44,155.825,161.78,166.82,155.5,1718856000000.0,822525.0
368,59356848.0,161.0199,161.75,161.23,163.2,157.89,1718942400000.0,437388.0
369,45636496.0,160.8918,159.75,160.25,163.4,158.19,1719201600000.0,424349.0
370,40680366.0,158.7146,160.73,160.25,161.0,156.45,1719288000000.0,387491.0
371,36661590.0,157.7332,160.6,157.54,160.74,156.0,1719374400000.0,350548.0
372,33636518.0,158.9398,157.18,159.47,160.61,156.81,1719460800000.0,322780.0
373,55770046.00000001,162.9784,160.23,162.21,166.45,159.41,1719547200000.0,456665.0
374,50217006.0,156.3607,161.25,157.69,161.5068,153.64,1719806400000.0,531081.0
375,56590942.0,160.8932,157.04,164.31,164.58,156.7,1719892800000.0,496394.0
