,v,vw,o,c,h,l,t,n
343,2383143.0,94.5189,94.29,94.53,94.76,94.21,1715745600000.0,39853.0
344,3100146.0,94.5219,94.65,94.53,94.805,94.11,1715832000000.0,39155.0
345,3883717.0,94.0242,94.54,94.13,94.54,93.75,1715918400000.0,39944.0
346,3278951.0,94.3211,94.13,94.39,94.54,93.81,1716177600000.0,34834.0
347,4354563.0,94.9636,94.83,95.17,95.23,94.43,1716264000000.0,38686.0
348,3225174.0,94.7961,94.87,94.76,95.08,94.51,1716350400000.0,31296.0
349,3261579.0,94.0394,94.52,93.73,95.01,93.645,1716436800000.0,31946.0
350,2510140.0,93.3986,93.84,93.3,94.13,93.2101,1716523200000.0,34352.0
351,4161011.0000000005,92.0931,92.87,91.94,93.5862,91.73,1716868800000.0,44988.0
352,2920487.0,91.4826,91.72,91.29,91.91,91.23,1716955200000.0,37561.0
353,2981176.9999999995,91.0482,91.27,90.93,91.48,90.77,1717041600000.0,38209.0
354,6336812.0,92.4754,90.93,92.96,93.04,90.77,1717128000000.0,48498.0
355,3075116.0,92.3806,92.45,92.47,93.26,91.78,1717387200000.0,40503.0
356,3418568.9999999995,93.6289,92.7,93.81,94.015,92.48,1717473600000.0,41928.0
357,2560883.9999999995,93.6002,93.67,93.66,93.96,93.16,1717560000000.0,34969.0
358,3721522.0,94.1065,93.81,93.98,94.57,93.57,1717646400000.0,47135.0
359,2453325.0,94.0517,94.09,93.89,94.57,93.79,1717732800000.0,35453.0
360,2414445.0,93.7088,93.67,93.9,94.005,93.12,1717992000000.0,36575.0
361,3488476.0,93.7362,93.75,93.96,93.98,92.94,1718078400000.0,35910.0
362,3555310.0,93.2507,93.89,93.23,93.94,92.86,1718164800000.0,42780.0
363,3990496.0,94.4944,93.66,94.76,94.9,93.38,1718251200000.0,46321.0
364,2627139.0,94.4331,94.5,94.62,94.72,93.83,1718337600000.0,34643.0
365,3327451.0,95.7493,94.53,95.95,96.08,94.0878,1718596800000.0,36179.0
366,3610854.0,96.7112,95.72,97.01,97.08,95.68,1718683200000.0,40205.0
367,3684080.0,96.8444,96.79,96.95,97.41,96.2524,1718856000000.0,45644.0
368,5929778.0,97.2187,96.99,97.27,97.67,96.74,1718942400000.0,47795.0
369,3807790.0,98.6505,98.0,98.99,99.06,97.29,1719201600000.0,46216.0
370,5586507.0,98.6928,99.0,98.7,99.08,98.32,1719288000000.0,44174.0
371,3323538.0,98.2315,98.07,98.23,98.49,97.87,1719374400000.0,37406.0
372,3191288.0,98.1145,98.22,98.17,98.53,97.76,1719460800000.0,35945.0
373,9120344.0,97.1191,98.2,97.04,98.47,96.78,1719547200000.0,40169.0
374,4127570.9999999995,96.3646,97.44,95.54,97.7,95.4201,1719806400000.0,53036.0
375,4048573.0,95.9011,95.5,96.12,96.25,95.02,1719892800000.0,39324.0
